workerid,proliferate.condition,choice,correct,gender,lexeme,name,response,trial_id,trial_no,type,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
938,Dems,,0,female,hero,Megan,hero,,57,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,scientist,filler,researcher,,58,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,1,attention,modal,attention,would,,59,test_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,male,camera operator,Andrew,cameraman,,60,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,female,hunter,Emily,huntress,,61,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,octopus,filler,octopi,,62,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,there2,filler,is,,63,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,computer,filler,phone,,64,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,go,filler,go,,65,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,male,stunt double,David,stuntman,,66,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,Uganda,filler,on,,67,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,numbers,filler,numbers,,68,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,Spain,filler,from,,69,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,male,layperson,Nicholas,layman,,70,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,female,heir,Lauren,heiress,,71,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,napkin,filler,napkin,,72,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,male,craftsperson,Christopher,craftsman,,73,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,cook,filler,chef,,74,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,there,filler,are,,75,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,male,meteorologist,Joseph,meteorologist,,76,critical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,writer,filler,writer,,77,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,teacher,filler,professor,,78,filler_semantic,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
938,Dems,,0,filler,definite,filler,a,,79,filler_grammatical,36,,i think the study is underpaying,3,2,Male,79,94,71,97,49,91,84,69,91,83,83,98,80,English,5,0,Chrome,Windows,768,1366,22.17168333,
963,Dems,TRUE,,,,,,example,,,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,foreperson,Joseph,foreman,,0,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,definite,filler,a,,1,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,lake,filler,lives,,2,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,firefighter,Elizabeth,firefighter,,3,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,olympics,attention,United States,,4,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,Kiwi,filler,has,,5,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,sipping,filler,on,,6,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,director,filler,director,,7,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,crewmember,Hannah,crewwoman,,8,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,store,attention,walking,,9,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,Spain,filler,from,,10,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,flight attendant,Samantha,stewardess,,11,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,running,filler,running,,12,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,anchor,Austin,anchor,,13,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,hunter,Jessica,huntress,,14,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,programmer,filler,programmer,,15,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,lawyer,filler,lawyer,,16,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,modal,attention,would,,17,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,doctor,filler,doctor,,18,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,pets,filler,pets,,19,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,cactus,filler,cacti,,20,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,horse,filler,horse,,21,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,eating,attention,eat,,22,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,craftsperson,Kalya,craftsperson,,23,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,school,filler,is,,24,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,scientist,filler,researcher,,25,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,octopus,filler,octopi,,26,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,Belgrade,filler,over,,27,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,proud,filler,proud,,28,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,determiner,attention,this,,29,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,layperson,Sarah,laywoman,,30,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,meteorologist,David,weatherman,,31,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,there,filler,are,,32,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,soup,filler,with,,33,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,fountain,filler,puddle,,34,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,police officer,Megan,police officer,,35,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,song,attention,sang,,36,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,villain,Madison,villain,,37,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,stunt double,William,stunt double,,38,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,videogames,attention,videogames,,39,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,over,filler,over,,40,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,customer,filler,customer,,41,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,numbers,filler,numbers,,42,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,cook,filler,chef,,43,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,bookkeeper,filler,librarian,,44,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,watching,filler,movie,,45,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,typing,attention,the,,46,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,host,Matthew,host,,47,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,congressperson,Emily,congresswoman,,48,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,China,filler,to,,49,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,businessperson,Christopher,businessman,,50,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,computer,filler,phone,,51,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,fish,filler,goldfish,,52,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,page,filler,page,,53,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,dalmatian,filler,dog,,54,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,heir,Michael,heir,,55,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,female,hero,Lauren,heroine,,56,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,go,filler,go,,57,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,party,attention,it,,58,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,napkin,filler,towel,,59,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,cat,filler,cat,,60,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,dancer,filler,dancer,,61,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,glass,filler,glass,,62,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,Uganda,filler,on,,63,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,camera operator,Jacob,camera operator,,64,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,singer,filler,performer,,65,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,there2,filler,is,,66,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,1,attention,mask,attention,is,,67,test_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,drink,filler,coffee,,68,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,plants,filler,need,,69,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,teacher,filler,professor,,70,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,writer,filler,writer,,71,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,bird,filler,peacocks,,72,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,shipping,filler,shipping,,73,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,tomorrow,filler,tomorrow,,74,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,actor,Andrew,actor,,75,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,tree,filler,down,,76,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,ice,filler,water,,77,filler_semantic,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,male,salesperson,Joshua,salesman,,78,critical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
963,Dems,,0,filler,submarine,filler,under,,79,filler_grammatical,33,,,3,1,Male,100,28,64,40,22,100,100,100,100,82,50,61,48,English,4,1,Chrome,Windows,1080,1920,8.375433333,
962,Dems,TRUE,,,,,,example,,,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,party,attention,it,,0,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,ice,filler,water,,1,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,glass,filler,glass,,2,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,cactus,filler,cacti,,3,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,there2,filler,is,,4,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,Belgrade,filler,in,,5,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,mask,attention,is,,6,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,over,filler,over,,7,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,male,layperson,David,layman,,8,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,tomorrow,filler,tomorrow,,9,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,dancer,filler,choreographer,,10,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,videogames,attention,videogames,,11,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,cat,filler,feline,,12,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,male,police officer,Joshua,policeman,,13,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,song,attention,sang,,14,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,writer,filler,journalist,,15,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,female,anchor,Kalya,anchor,,16,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,programmer,filler,software engineer,,17,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,female,host,Samantha,hostess,,18,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,customer,filler,customer,,19,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,there,filler,are,,20,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,male,crewmember,Andrew,crewman,,21,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,male,camera operator,Austin,cameraman,,22,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,doctor,filler,doctor,,23,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,female,firefighter,Elizabeth,firewoman,,24,critical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,typing,attention,the,,25,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,fish,filler,shark,,26,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,1,attention,determiner,attention,this,,27,test_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,Kiwi,filler,has,,28,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,sipping,filler,on,,29,filler_grammatical,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
962,Dems,,0,filler,horse,filler,horse,,30,filler_semantic,21,,NO COMMENT,1,1,Male,97,71,98,100,100,83,100,50,1,100,2,100,89,ENGLISH,4,1,Chrome,Windows,768,1366,9.321516667,
